SI,Course ID,Course Title,RI,EQ 'FN'
MI,MAT010A,BASIC MATHEMATICS PART A,RO,
MI,MAT010B,BASIC MATHEMATICS B,RO,
MI,MAT011,MATH,RO,
MI,MAT012,BASIC MATHEMATICS/ALGEBRA I,RO,
MI,MAT013,ALGEBRA I,RO,
MI,MAT013A,ALGEBRA I PART A,RO,
MI,MAT013B,ALGEBRA I PART B,RO,
MI,MAT014,ALGEBRA II,RO,
MI,MAT014A,ALGEBRA II PART A,RO,
MI,MAT014B,ALGEBRA II PART B,RO,
MI,MAT082,ALGEBRA WORKSHOP,RO,
MI,MAT107,MATHEMATICS I,RO,
MI,MAT108,MATHEMATICS II,RO,
MI,MAT117,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY I,RO,
MI,MAT118,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY II,RO,
MI,MAT119,MATHEMATICAL PRINCIPLES OF ENGINEERING,RO,
MI,CPS021,CAREER AND EDUCATIONAL PLANNING,RI,
MI,CPS031,BECOMING A MASTER STUDENT,RI,
MI,CPS041,STRATEGIES FOR SUCCESS,RI,
MI,MAT008,INTENSIVE MATH COMPUTATION,RI,
MI,MAT009,BASIC MATHEMATICS ALTERNATIVE,RI,
MI,MAT010,BASIC MATHEMATICS,RI,
MI,MAT010A,BASIC MATHEMATICS PART A,RI,
MI,MAT010B,BASIC MATHEMATICS B,RI,
MI,MAT011,MATH,RI,
MI,MAT012,BASIC MATHEMATICS/ALGEBRA I,RI,
MI,MAT013,ALGEBRA I,RI,
MI,MAT013A,ALGEBRA I PART A,RI,
MI,MAT013B,ALGEBRA I PART B,RI,
MI,MAT014,ALGEBRA II,RI,
MI,MAT014A,ALGEBRA II PART A,RI,
MI,MAT014B,ALGEBRA II PART B,RI,
MI,MAT082,ALGEBRA WORKSHOP,RI,
MI,MAT110,COLLEGE ALGEBRA AND TRIGONOMETRY II,RI,
MI,MAT115,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY I,RI,
MI,MAT117,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY I,RI,
MI,MAT118,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY II,RI,
MI,MAT119,MATHEMATICAL PRINCIPLES OF ENGINEERING,RI,
MI,MAT128,PRECALCULUS II,RI,
MI,MAT142,MATHEMATICS FOR TELECOMMUNICATIONS II,RI,
MI,MAT146,INTEGRATED MATHEMATICS II,RI,
MI,MAT009,BASIC MATHEMATICS ALTERNATIVE,FM,
MI,MAT010,BASIC MATHEMATICS,FM,
MI,MAT010A,BASIC MATHEMATICS PART A,FM,
MI,MAT010B,BASIC MATHEMATICS B,FM,
MI,MAT011,MATH,FM,
MI,MAT012,BASIC MATHEMATICS/ALGEBRA I,FM,
MI,MAT013,ALGEBRA I,FM,
MI,MAT013A,ALGEBRA I PART A,FM,
MI,MAT013B,ALGEBRA I PART B,FM,
MI,MAT014,ALGEBRA II,FM,
MI,MAT014A,ALGEBRA II PART A,FM,
MI,MAT014B,ALGEBRA II PART B,FM,
MI,MAT082,ALGEBRA WORKSHOP,FM,
MI,MAT117,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY I,FM,
MI,MAT118,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY II,FM,
MI,CPS021,CAREER AND EDUCATIONAL PLANNING,RM,
MI,CPS031,BECOMING A MASTER STUDENT,RM,
MI,MAT117,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY I,RM,
MI,MAT118,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY II,RM,
MI,MAT139,PRECALCULUS FOR BUSINESS,RM,
MI,MAT141,CALCULUS FOR BUSINESS AND ECONOMICS,RM,
MI,CPS021,CAREER AND EDUCATIONAL PLANNING,NI,
MI,CPS031,BECOMING A MASTER STUDENT,NI,
MI,CPS041,STRATEGIES FOR SUCCESS,NI,
MI,MAT008,INTENSIVE MATH COMPUTATION,NI,
MI,MAT009,BASIC MATHEMATICS ALTERNATIVE,NI,
MI,MAT010,BASIC MATHEMATICS,NI,
MI,MAT010A,BASIC MATHEMATICS PART A,NI,
MI,MAT010B,BASIC MATHEMATICS B,NI,
MI,MAT011,MATH,NI,
MI,MAT012,BASIC MATHEMATICS/ALGEBRA I,NI,
MI,MAT013,ALGEBRA I,NI,
MI,MAT013A,ALGEBRA I PART A,NI,
MI,MAT013B,ALGEBRA I PART B,NI,
MI,MAT014A,ALGEBRA II PART A,NI,
MI,MAT014B,ALGEBRA II PART B,NI,
MI,MAT082,ALGEBRA WORKSHOP,NI,
MI,MAT101,THE MATHEMATICS OF MONEY,NI,
MI,MAT102,A SURVEY OF MATHEMATICS,NI,
MI,MAT104,MATHEMATICS IN THE ELEMENTARY SCHOOL,NI,
MI,MAT107,MATHEMATICS I,NI,
MI,MAT108,MATHEMATICS II,NI,
MI,MAT109,COLLEGE ALGEBRA AND TRIGONOMETRY I,NI,
MI,MAT110,COLLEGE ALGEBRA AND TRIGONOMETRY II,NI,
MI,MAT113,MATHEMATICAL STRUCTURES I,NI,
MI,MAT114,MATHEMATICAL STRUCTURES II,NI,
MI,MAT115,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY I,NI,
MI,MAT116,COLLEGE ALGEBRA,NI,
MI,MAT117,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY I,NI,
MI,MAT118,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY II,NI,
MI,MAT119,MATHEMATICAL PRINCIPLES OF ENGINEERING,NI,
MI,MAT125,MATHEMATICS FOR DECISION SCIENCES I,NI,
MI,MAT126,MATHEMATICS FOR DECISION SCIENCES II,NI,
MI,MAT127,PRECALCULUS I,NI,
MI,MAT128,PRECALCULUS II,NI,
MI,MAT129A,PRECALCULUS (PART A),NI,
MI,MAT129B,PRECALCULUS (PART B),NI,
MI,MAT142,MATHEMATICS FOR TELECOMMUNICATIONS II,NI,
MI,MAT145,INTEGRATED MATHEMATICS I,NI,
MI,MAT146,INTEGRATED MATHEMATICS II,NI,
MI,MAT241,MATHEMATICS FOR TELECOMMUNICATIONS III,NI,
MI,MAT242,MATHEMATICS FOR TELECOMMUNICATIONS IV,NI,
MI,MAT245,INTEGRATED MATHEMATICS III,NI,
MI,MAT246,INTEGRATED MATHEMATICS IV,NI,
MR,MAT006,ELEMENTS OF ALGEBRA,CE,
MR,MAT007,FOUNDATIONS OF ALGEBRA,CE,
MR,MAT009,BASIC MATHEMATICS IA,CE,
MR,MAT010,BASIC ALGEBRA 1A,CE,
MR,MAT011,BASIC MATHEMATICS I,CE,
MR,MAT014,BASIC ALGEBRA I,CE,
MR,MAT016,INTERMEDIATE ALGEBRA,CE,
MR,MAT017,BASIC ALGEBRA IB,CE,
MR,MAT021,BASIC ALGEBRA IC,CE,
MR,MAT022,BASIC ALGEBRA ID,CE,
MR,MAT050,FUNDAMENTALS OF MATHEMATICS,CE,
MR,MAT060,FUNDAMENTALS OF ALGEBRA,CE,
MR,MAT221,INTERSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (45-1,CE,
MR,MAT222,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (90-,CE,
MR,MAT223,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (135,CE,
MR,MAT006,ELEMENTS OF ALGEBRA,KE,
MR,MAT009,BASIC MATHEMATICS IA,KE,
MR,MAT010,BASIC ALGEBRA 1A,KE,
MR,MAT016,INTERMEDIATE ALGEBRA,KE,
MR,MAT017,BASIC ALGEBRA IB,KE,
MR,MAT021,BASIC ALGEBRA IC,KE,
MR,MAT022,BASIC ALGEBRA ID,KE,
MR,MAT050,FUNDAMENTALS OF MATHEMATICS,KE,
MR,MAT060,FUNDAMENTALS OF ALGEBRA,KE,
MR,MAT270,NUMBERS AND OPERATIONS FOR MIDDLE GRADES,KE,
MR,MAT271,ALGEBRA FOR MIDDLE GRADES,KE,
MR,MAT272,MATHEMATICS FOR MIDDLE GRADES,KE,
MR,MAT273,STATISTICS FOR MIDDLE GRADES,KE,
MR,MAT274,GEOMETRY FOR MIDDLE GRADES,KE,
MR,MAT006,ELEMENTS OF ALGEBRA,FD,
MR,MAT007,FOUNDATIONS OF ALGEBRA,FD,
MR,MAT009,BASIC MATHEMATICS IA,FD,
MR,MAT010,BASIC ALGEBRA 1A,FD,
MR,MAT011,BASIC MATHEMATICS I,FD,
MR,MAT014,BASIC ALGEBRA I,FD,
MR,MAT017,BASIC ALGEBRA IB,FD,
MR,MAT021,BASIC ALGEBRA IC,FD,
MR,MAT022,BASIC ALGEBRA ID,FD,
MR,MAT050,FUNDAMENTALS OF MATHEMATICS,FD,
MR,MAT060,FUNDAMENTALS OF ALGEBRA,FD,
MR,MAT140,MATH FOR RADIOGRAPHERS,FD,
MR,MAT221,INTERSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (45-1,FD,
MR,MAT222,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (90-,FD,
MR,MAT223,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (135,FD,
MR,MAT006,ELEMENTS OF ALGEBRA,MO,
MR,MAT007,FOUNDATIONS OF ALGEBRA,MO,
MR,MAT009,BASIC MATHEMATICS IA,MO,
MR,MAT010,BASIC ALGEBRA 1A,MO,
MR,MAT011,BASIC MATHEMATICS I,MO,
MR,MAT014,BASIC ALGEBRA I,MO,
MR,MAT016,INTERMEDIATE ALGEBRA,MO,
MR,MAT017,BASIC ALGEBRA IB,MO,
MR,MAT021,BASIC ALGEBRA IC,MO,
MR,MAT022,BASIC ALGEBRA ID,MO,
MR,MAT050,FUNDAMENTALS OF MATHEMATICS,MO,
MR,MAT060,FUNDAMENTALS OF ALGEBRA,MO,
MR,MAT128,LINEAR ALGEBRA,MO,
MR,MAT214,OPERATIONAL CALCULUS,MO,
MR,MAT006,ELEMENTS OF ALGEBRA,NU,
MR,MAT007,FOUNDATIONS OF ALGEBRA,NU,
MR,MAT009,BASIC MATHEMATICS IA,NU,
MR,MAT010,BASIC ALGEBRA 1A,NU,
MR,MAT011,BASIC MATHEMATICS I,NU,
MR,MAT014,BASIC ALGEBRA I,NU,
MR,MAT016,INTERMEDIATE ALGEBRA,NU,
MR,MAT017,BASIC ALGEBRA IB,NU,
MR,MAT021,BASIC ALGEBRA IC,NU,
MR,MAT022,BASIC ALGEBRA ID,NU,
MR,MAT050,FUNDAMENTALS OF MATHEMATICS,NU,
MR,MAT060,FUNDAMENTALS OF ALGEBRA,NU,
MR,MAT007,FOUNDATIONS OF ALGEBRA,RO,
MR,MAT009,BASIC MATHEMATICS IA,RO,
MR,MAT010,BASIC ALGEBRA 1A,RO,
MR,MAT011,BASIC MATHEMATICS I,RO,
MR,MAT014,BASIC ALGEBRA I,RO,
MR,MAT016,INTERMEDIATE ALGEBRA,RO,
MR,MAT017,BASIC ALGEBRA IB,RO,
MR,MAT021,BASIC ALGEBRA IC,RO,
MR,MAT022,BASIC ALGEBRA ID,RO,
MR,MAT050,FUNDAMENTALS OF MATHEMATICS,RO,
MR,MAT060,FUNDAMENTALS OF ALGEBRA,RO,
MR,MAT006,ELEMENTS OF ALGEBRA,RI,
MR,MAT007,FOUNDATIONS OF ALGEBRA,RI,
MR,MAT009,BASIC MATHEMATICS IA,RI,
MR,MAT010,BASIC ALGEBRA 1A,RI,
MR,MAT011,BASIC MATHEMATICS I,RI,
MR,MAT014,BASIC ALGEBRA I,RI,
MR,MAT016,INTERMEDIATE ALGEBRA,RI,
MR,MAT017,BASIC ALGEBRA IB,RI,
MR,MAT021,BASIC ALGEBRA IC,RI,
MR,MAT022,BASIC ALGEBRA ID,RI,
MR,MAT050,FUNDAMENTALS OF MATHEMATICS,RI,
MR,MAT060,FUNDAMENTALS OF ALGEBRA,RI,
MR,MAT100,MATHEMATICS OF MEASURMENT AND DESIGN,RI,
MR,MAT101,MATHEMATICS FOR LABORATORY TECHNICIAN,RI,
MR,MAT114,INTRODUCTION TO DATA SCIENCE,RI,
MR,MAT128,LINEAR ALGEBRA,RI,
MR,MAT140,MATH FOR RADIOGRAPHERS,RI,
MR,MAT214,OPERATIONAL CALCULUS,RI,
MR,MAT221,INTERSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (45-1,RI,
MR,MAT222,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (90-,RI,
MR,MAT223,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (135,RI,
MR,MAT228,LINEAR ALGEBRA,RI,
MR,MAT270,NUMBERS AND OPERATIONS FOR MIDDLE GRADES,RI,
MR,MAT271,ALGEBRA FOR MIDDLE GRADES,RI,
MR,MAT272,MATHEMATICS FOR MIDDLE GRADES,RI,
MR,MAT273,STATISTICS FOR MIDDLE GRADES,RI,
MR,MAT274,GEOMETRY FOR MIDDLE GRADES,RI,
MR,MAT006,ELEMENTS OF ALGEBRA,FM,
MR,MAT007,FOUNDATIONS OF ALGEBRA,FM,
MR,MAT009,BASIC MATHEMATICS IA,FM,
MR,MAT010,BASIC ALGEBRA 1A,FM,
MR,MAT011,BASIC MATHEMATICS I,FM,
MR,MAT014,BASIC ALGEBRA I,FM,
MR,MAT016,INTERMEDIATE ALGEBRA,FM,
MR,MAT017,BASIC ALGEBRA IB,FM,
MR,MAT021,BASIC ALGEBRA IC,FM,
MR,MAT022,BASIC ALGEBRA ID,FM,
MR,MAT050,FUNDAMENTALS OF MATHEMATICS,FM,
MR,MAT060,FUNDAMENTALS OF ALGEBRA,FM,
MR,MAT140,MATH FOR RADIOGRAPHERS,FM,
MR,MAT221,INTERSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (45-1,FM,
MR,MAT222,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (90-,FM,
MR,MAT223,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (135,FM,
MR,MAT007,FOUNDATIONS OF ALGEBRA,RM,
MR,MAT009,BASIC MATHEMATICS IA,RM,
MR,MAT010,BASIC ALGEBRA 1A,RM,
MR,MAT017,BASIC ALGEBRA IB,RM,
MR,MAT140,MATH FOR RADIOGRAPHERS,RM,
MR,MAT006,ELEMENTS OF ALGEBRA,NI,
MR,MAT007,FOUNDATIONS OF ALGEBRA,NI,
MR,MAT009,BASIC MATHEMATICS IA,NI,
MR,MAT010,BASIC ALGEBRA 1A,NI,
MR,MAT011,BASIC MATHEMATICS I,NI,
MR,MAT014,BASIC ALGEBRA I,NI,
MR,MAT016,INTERMEDIATE ALGEBRA,NI,
MR,MAT017,BASIC ALGEBRA IB,NI,
MR,MAT021,BASIC ALGEBRA IC,NI,
MR,MAT022,BASIC ALGEBRA ID,NI,
MR,MAT050,FUNDAMENTALS OF MATHEMATICS,NI,
MR,MAT060,FUNDAMENTALS OF ALGEBRA,NI,
MR,MAT100,MATHEMATICS OF MEASURMENT AND DESIGN,NI,
MR,MAT101,MATHEMATICS FOR LABORATORY TECHNICIAN,NI,
MR,MAT110,COLLEGE ALGEBRA,NI,
MR,MAT111,APPLIED COLLEGE MATHEMATICS,NI,
MR,MAT113,APPLIED CALCULUS,NI,
MR,MAT114,INTRODUCTION TO DATA SCIENCE,NI,
MR,MAT115,MODERN MATHEMATICS I,NI,
MR,MAT116,MODERN MATHEMATICS II,NI,
MR,MAT117,MATHEMATICAL ANALYSIS FOR BUSINESS AND ECONOMICS,NI,
MR,MAT120,MATHEMATICS FOR LIBERAL ARTS,NI,
MR,MAT128,LINEAR ALGEBRA,NI,
MR,MAT140,MATH FOR RADIOGRAPHERS,NI,
MR,MAT182,MATH FOR LIBERAL ARTS - HONORS,NI,
MR,MAT210,PROBABILITY AND STATISTICS II,NI,
MR,MAT214,OPERATIONAL CALCULUS,NI,
MR,MAT221,INTERSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (45-1,NI,
MR,MAT222,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (90-,NI,
MR,MAT223,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (135,NI,
MR,MAT270,NUMBERS AND OPERATIONS FOR MIDDLE GRADES,NI,
MR,MAT271,ALGEBRA FOR MIDDLE GRADES,NI,
MR,MAT272,MATHEMATICS FOR MIDDLE GRADES,NI,
MR,MAT273,STATISTICS FOR MIDDLE GRADES,NI,
MR,MAT274,GEOMETRY FOR MIDDLE GRADES,NI,
OC,MATH001,BASIC MATHEMATICS,CE,
OC,MATH011,INTRODUCTION TO ALGEBRA I,CE,
OC,MATH012,INTRODUCTION TO ALGEBRA II,CE,
OC,MATH023,ALGEBRA BASICS,CE,
OC,CS285,OPERATING SYSTEMS,KE,
OC,CSIT285,OPERATING SYSTEMS,KE,
OC,MATH001,BASIC MATHEMATICS,KE,
OC,MATH011,INTRODUCTION TO ALGEBRA I,KE,
OC,MATH012,INTRODUCTION TO ALGEBRA II,KE,
OC,MATH023,ALGEBRA BASICS,KE,
OC,CS285,OPERATING SYSTEMS,FD,
OC,CSIT285,OPERATING SYSTEMS,FD,
OC,CSIT295,ARTIFICIAL INTELLIGENCE CAPSTONE,FD,
OC,MATH001,BASIC MATHEMATICS,FD,
OC,MATH011,INTRODUCTION TO ALGEBRA I,FD,
OC,MATH012,INTRODUCTION TO ALGEBRA II,FD,
OC,MATH023,ALGEBRA BASICS,FD,
OC,MATH168,BASIC TECHNICAL MATHEMATICS,FD,
OC,CS165,MS/DOS,MO,
OC,CS184,DESKTOP PUBLISHING,MO,
OC,CS285,OPERATING SYSTEMS,MO,
OC,CSIT121,DESKTOP PUBLISHING,MO,
OC,CSIT143,MS/DOS,MO,
OC,CSIT285,OPERATING SYSTEMS,MO,
OC,MATH001,BASIC MATHEMATICS,MO,
OC,MATH011,INTRODUCTION TO ALGEBRA I,MO,
OC,MATH012,INTRODUCTION TO ALGEBRA II,MO,
OC,CS120,COMPUTER WRITING SURVIVAL SKILLS,NU,
OC,CS165,MS/DOS,NU,
OC,CS191,UNIX,NU,
OC,CS285,OPERATING SYSTEMS,NU,
OC,CSIT101,COMPUTER WRITING SURVIVAL SKILLS,NU,
OC,CSIT143,MS/DOS,NU,
OC,CSIT144,INTRODUCTION TO OPERATING SYSTEMS USING UNIX,NU,
OC,CSIT285,OPERATING SYSTEMS,NU,
OC,MATH001,BASIC MATHEMATICS,NU,
OC,MATH011,INTRODUCTION TO ALGEBRA I,NU,
OC,MATH012,INTRODUCTION TO ALGEBRA II,NU,
OC,MATH023,ALGEBRA BASICS,NU,
OC,CS120,COMPUTER WRITING SURVIVAL SKILLS,RO,
OC,CS285,OPERATING SYSTEMS,RO,
OC,CSIT101,COMPUTER WRITING SURVIVAL SKILLS,RO,
OC,CSIT285,OPERATING SYSTEMS,RO,
OC,MATH001,BASIC MATHEMATICS,RO,
OC,MATH012,INTRODUCTION TO ALGEBRA II,RO,
OC,MATH023,ALGEBRA BASICS,RO,
OC,CS165,MS/DOS,RI,
OC,CS285,OPERATING SYSTEMS,RI,
OC,CSIT115,INTRODUCTION TO COMPUTER GAME DEVELOPMENT,RI,
OC,CSIT126,INTERMEDIATE SPREADSHEETS AND DATABASE,RI,
OC,CSIT131,MULTIMEDIA FOR THE WEB,RI,
OC,CSIT133,WEB DEVELOPMENT FUNDAMENTALS,RI,
OC,CSIT143,MS/DOS,RI,
OC,CSIT154,AFTER EFFECTS,RI,
OC,CSIT173,GAME PROGRAMMING WITH OPEN GL,RI,
OC,CSIT185,NETWORKING I,RI,
OC,CSIT186,NETWORKING II,RI,
OC,CSIT191,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,RI,
OC,CSIT192,INTRODUCTION TO MACHINE LEARNING,RI,
OC,CSIT291,COMPUTER VISION,RI,
OC,CSIT292,NATURAL LANGUAGE PROCESSING,RI,
OC,CSIT295,ARTIFICIAL INTELLIGENCE CAPSTONE,RI,
OC,MATH001,BASIC MATHEMATICS,RI,
OC,MATH011,INTRODUCTION TO ALGEBRA I,RI,
OC,MATH012,INTRODUCTION TO ALGEBRA II,RI,
OC,MATH023,ALGEBRA BASICS,RI,
OC,MATH157,INTRODUCTION TO DATA SCIENCE,RI,
OC,CS285,OPERATING SYSTEMS,FM,
OC,CSIT285,OPERATING SYSTEMS,FM,
OC,CSIT295,ARTIFICIAL INTELLIGENCE CAPSTONE,FM,
OC,MATH001,BASIC MATHEMATICS,FM,
OC,MATH011,INTRODUCTION TO ALGEBRA I,FM,
OC,MATH012,INTRODUCTION TO ALGEBRA II,FM,
OC,MATH023,ALGEBRA BASICS,FM,
OC,MATH168,BASIC TECHNICAL MATHEMATICS,FM,
OC,CS186,NETWORKING ESSENTIALS,RM,
OC,CS230,MULTI-NETWORK MANAGEMENT,RM,
OC,CS231,NETWORK MANAGEMENT,RM,
OC,CS285,OPERATING SYSTEMS,RM,
OC,CSIT115,INTRODUCTION TO COMPUTER GAME DEVELOPMENT,RM,
OC,CSIT133,WEB DEVELOPMENT FUNDAMENTALS,RM,
OC,CSIT162,VB NET PROGRAMMING,RM,
OC,CSIT173,GAME PROGRAMMING WITH OPEN GL,RM,
OC,CSIT181,CISCO NETWORKING FUNDAMENTALS I,RM,
OC,CSIT182,CISCO NETWORKING FUNDAMENTALS II,RM,
OC,CSIT184,NETWORKING ESSENTIALS,RM,
OC,CSIT191,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,RM,
OC,CSIT192,INTRODUCTION TO MACHINE LEARNING,RM,
OC,CSIT242,PENETRATION TESTING FUNDAMENTALS,RM,
OC,CSIT243,CISCO NETWORKING FUNDAMENTALS,RM,
OC,CSIT281,NETWORK MANAGEMENT,RM,
OC,CSIT282,MULTI-NETWORK MANAGEMENT,RM,
OC,CSIT285,OPERATING SYSTEMS,RM,
OC,CSIT291,COMPUTER VISION,RM,
OC,CSIT292,NATURAL LANGUAGE PROCESSING,RM,
OC,CSIT295,ARTIFICIAL INTELLIGENCE CAPSTONE,RM,
OC,MATH151,A SURVEY OF MATHEMATICS,RM,
OC,MATH157,INTRODUCTION TO DATA SCIENCE,RM,
OC,MATH168,BASIC TECHNICAL MATHEMATICS,RM,
OC,CS120,COMPUTER WRITING SURVIVAL SKILLS,NI,
OC,CS121,COMPUTER LITERACY,NI,
OC,CS125,INTERNET ESSENTIALS - HTML,NI,
OC,CS148,INTEGRATED OFFICE SOFTWARE,NI,
OC,CS153,COMPUTER AND PROGRAMMING,NI,
OC,CS160,COMPUTER SPREADSHEET,NI,
OC,CS164,COMPUTER PROGRAMMING II,NI,
OC,CS165,MS/DOS,NI,
OC,CS166,TECHNICAL WRITING FOR COMPUTER SCIENCE,NI,
OC,CS167,DATABASE APPLICATIONS,NI,
OC,CS168,INTRO TO AUTOMATED SPREADSHEETS,NI,
OC,CS174,APPLICATION PROGRAMMING IN COBOL,NI,
OC,CS178,INTERNET/INTRANET APP DEVELOPMENT,NI,
OC,CS180,WEBSITE DESIGN,NI,
OC,CS184,DESKTOP PUBLISHING,NI,
OC,CS186,NETWORKING ESSENTIALS,NI,
OC,CS230,MULTI-NETWORK MANAGEMENT,NI,
OC,CS231,NETWORK MANAGEMENT,NI,
OC,CS245,PROGRAMMING FOR A WINDOWS ENVIRONMENT,NI,
OC,CS254,PROGRAMMING FOR THE WEB,NI,
OC,CS260,SYSTEMS ANALYSIS,NI,
OC,CS270,PROGRAMMING IN JAVA,NI,
OC,CS274,APPLICATION PROGRAMMING IN C++,NI,
OC,CS284,DATABASE MANAGEMENT,NI,
OC,CS285,OPERATING SYSTEMS,NI,
OC,CSIT101,COMPUTER WRITING SURVIVAL SKILLS,NI,
OC,CSIT110,INTRODUCTION TO COMPUTERS AND COMPUTER APPLICATION,NI,
OC,CSIT120,INTERNET ESSENTIALS - HTML,NI,
OC,CSIT121,DESKTOP PUBLISHING,NI,
OC,CSIT123,INTEGRATED OFFICE SOFTWARE,NI,
OC,CSIT124,INTRODUCTION TO PROGRAMMING,NI,
OC,CSIT125,COMPUTER SPREADSHEET,NI,
OC,CSIT126,INTERMEDIATE SPREADSHEETS AND DATABASE,NI,
OC,CSIT130,WEB SITE DESIGN,NI,
OC,CSIT131,MULTIMEDIA FOR THE WEB,NI,
OC,CSIT132,INTERNET/INTRANET APPLICATION DEVELOPMENT,NI,
OC,CSIT143,MS/DOS,NI,
OC,CSIT145,COMPUTING FUNDAMENTALS,NI,
OC,CSIT146,INTRODUCTION TO CYBERSECURITY,NI,
OC,CSIT152,INTERMEDIATE SPREADSHEET APPLICATIONS WITH VBA,NI,
OC,CSIT153,DATABASE APPLICATIONS WITH VBA,NI,
OC,CSIT154,AFTER EFFECTS,NI,
OC,CSIT160,INTRODUCTION TO VISUAL BASIC,NI,
OC,CSIT161,ADVANCED VISUAL BASIC,NI,
OC,CSIT163,INTRODUCTION TO PROGRAMMING USING C++,NI,
OC,CSIT168,INTRODUCTION TO PYTHON PROGRAMMING,NI,
OC,CSIT169,APPLICATION PROGRAMMING IN COBOL,NI,
OC,CSIT172,COMPUTER PROGRAMMING II,NI,
OC,CSIT175,DIGITAL LOGIC + CIRCUITS,NI,
OC,CSIT181,CISCO NETWORKING FUNDAMENTALS I,NI,
OC,CSIT182,CISCO NETWORKING FUNDAMENTALS II,NI,
OC,CSIT184,NETWORKING ESSENTIALS,NI,
OC,CSIT191,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,NI,
OC,CSIT192,INTRODUCTION TO MACHINE LEARNING,NI,
OC,CSIT208,TECHNICAL WRITING FOR COMPUTER SCIENCE,NI,
OC,CSIT210,CYBER OPERATIONS,NI,
OC,CSIT212,SYSTEMS ANALYSIS,NI,
OC,CSIT231,DYNAMIC SCRIPTING PROGRAMMING ELEMENTS - WEB PAGES,NI,
OC,CSIT232,SERVER PROGRAMMING FOR THE WEB,NI,
OC,CSIT242,PENETRATION TESTING FUNDAMENTALS,NI,
OC,CSIT243,CISCO NETWORKING FUNDAMENTALS,NI,
OC,CSIT244,DIGITAL FORENSICS FUNDAMENTALS,NI,
OC,CSIT260,APPLICATION PROGRAMMING IN C++,NI,
OC,CSIT270,PROGRAMMING IN JAVA,NI,
OC,CSIT277,INTRODUCTION TO CLOUD COMPUTING,NI,
OC,CSIT281,NETWORK MANAGEMENT,NI,
OC,CSIT282,MULTI-NETWORK MANAGEMENT,NI,
OC,CSIT285,OPERATING SYSTEMS,NI,
OC,CSIT291,COMPUTER VISION,NI,
OC,CSIT292,NATURAL LANGUAGE PROCESSING,NI,
OC,CSIT295,ARTIFICIAL INTELLIGENCE CAPSTONE,NI,
OC,MATH001,BASIC MATHEMATICS,NI,
OC,MATH011,INTRODUCTION TO ALGEBRA I,NI,
OC,MATH012,INTRODUCTION TO ALGEBRA II,NI,
OC,MATH023,ALGEBRA BASICS,NI,
OC,MATH147,BUSINESS MATHEMATICS I,NI,
OC,MATH149,MATH OF FINANCE,NI,
OC,MATH151,A SURVEY OF MATHEMATICS,NI,
OC,MATH157,INTRODUCTION TO DATA SCIENCE,NI,
OC,MATH158,ALGEBRAIC MODELING,NI,
OC,MATH166,TOPICS IN ALGEBRA,NI,
OC,MATH168,BASIC TECHNICAL MATHEMATICS,NI,
OC,MATH171,FINITE MATHEMATICS,NI,
OC,MATH181,INTRODUCTION TO PROBABILITY,NI,
OC,MATH191,PRECALCULUS I,NI,
OC,MATH192,PRECALCULUS II,NI,
OC,MATH196,PRECALCULUS,NI,
OC,MATH201,PRECALCULUS TECHNIQUES AND APPLICATIONS,NI,
OC,MATH241,APPLIED CALCULUS,NI,
PA,CIS240,MOBILE APPS DEVELOPMENT,CE,
PA,CIS294,INTERNSHIP PROGRAM,CE,
PA,CIS115,COMPUTER OPERATIONS,KE,
PA,CIS124,MICROCOMPUTER CONCEPTS,KE,
PA,CIS135,BAL I,KE,
PA,CIS136,BAL II,KE,
PA,CIS140,RPG/PROGRAMMING,KE,
