SI,Course ID,Course Title,RI,EQ 'FN'
AT,MATH070,MATH SKILLS REVIEW,CE,
AT,MATH071,FOUNDATIONAL MATH,CE,
AT,MATH073,INTRODUCTION TO ALGEBRA I - PRE-ALGEBRA,CE,
AT,MATH074,INTRODUCTION TO ALGEBRA II,CE,
AT,MATH080,ELEMENTARY ALGEBRA,CE,
AT,MATH070,MATH SKILLS REVIEW,KE,
AT,MATH073,INTRODUCTION TO ALGEBRA I - PRE-ALGEBRA,KE,
AT,MATH074,INTRODUCTION TO ALGEBRA II,KE,
AT,MATH080,ELEMENTARY ALGEBRA,KE,
AT,MATH070,MATH SKILLS REVIEW,FD,
AT,MATH073,INTRODUCTION TO ALGEBRA I - PRE-ALGEBRA,FD,
AT,MATH074,INTRODUCTION TO ALGEBRA II,FD,
AT,MATH080,ELEMENTARY ALGEBRA,FD,
AT,MATH099,ACCELERATED ELEMENTARY ALGEBRA,FD,
AT,MATH070,MATH SKILLS REVIEW,MO,
AT,MATH071,FOUNDATIONAL MATH,MO,
AT,MATH073,INTRODUCTION TO ALGEBRA I - PRE-ALGEBRA,MO,
AT,MATH074,INTRODUCTION TO ALGEBRA II,MO,
AT,MATH080,ELEMENTARY ALGEBRA,MO,
AT,MATH099,ACCELERATED ELEMENTARY ALGEBRA,MO,
AT,MATH210,STATISTICS,MO,
AT,MATH070,MATH SKILLS REVIEW,NU,
AT,MATH071,FOUNDATIONAL MATH,NU,
AT,MATH073,INTRODUCTION TO ALGEBRA I - PRE-ALGEBRA,NU,
AT,MATH074,INTRODUCTION TO ALGEBRA II,NU,
AT,MATH080,ELEMENTARY ALGEBRA,NU,
AT,MATH099,ACCELERATED ELEMENTARY ALGEBRA,NU,
AT,MATH070,MATH SKILLS REVIEW,RO,
AT,MATH071,FOUNDATIONAL MATH,RO,
AT,MATH073,INTRODUCTION TO ALGEBRA I - PRE-ALGEBRA,RO,
AT,MATH074,INTRODUCTION TO ALGEBRA II,RO,
AT,MATH080,ELEMENTARY ALGEBRA,RO,
AT,MATH099,ACCELERATED ELEMENTARY ALGEBRA,RO,
AT,MATH119,INTERMEDIATE ALGEBRA,RO,
AT,MATH070,MATH SKILLS REVIEW,RI,
AT,MATH071,FOUNDATIONAL MATH,RI,
AT,MATH073,INTRODUCTION TO ALGEBRA I - PRE-ALGEBRA,RI,
AT,MATH074,INTRODUCTION TO ALGEBRA II,RI,
AT,MATH080,ELEMENTARY ALGEBRA,RI,
AT,MATH099,ACCELERATED ELEMENTARY ALGEBRA,RI,
AT,MATH210,STATISTICS,RI,
AT,MATH070,MATH SKILLS REVIEW,FM,
AT,MATH071,FOUNDATIONAL MATH,FM,
AT,MATH073,INTRODUCTION TO ALGEBRA I - PRE-ALGEBRA,FM,
AT,MATH074,INTRODUCTION TO ALGEBRA II,FM,
AT,MATH080,ELEMENTARY ALGEBRA,FM,
AT,MATH099,ACCELERATED ELEMENTARY ALGEBRA,FM,
AT,MATH070,MATH SKILLS REVIEW,RM,
AT,MATH071,FOUNDATIONAL MATH,RM,
AT,MATH070,MATH SKILLS REVIEW,NI,
AT,MATH071,FOUNDATIONAL MATH,NI,
AT,MATH073,INTRODUCTION TO ALGEBRA I - PRE-ALGEBRA,NI,
AT,MATH074,INTRODUCTION TO ALGEBRA II,NI,
AT,MATH080,ELEMENTARY ALGEBRA,NI,
AT,MATH099,ACCELERATED ELEMENTARY ALGEBRA,NI,
AT,MATH119,INTERMEDIATE ALGEBRA,NI,
AT,MATH121,APPLICATIONS OF MATHEMATICS,NI,
AT,MATH128,TRIGONOMETRY,NI,
BE,INF165,INTRODUCTION TO LINUX,CE,
BE,INF170,NETWORK EXPERIENCE,CE,
BE,INF270,DIGITAL FORENSICS,CE,
BE,INF272,WINDOWS ACTIVE DIRECTORY,CE,
BE,INF273,INTRUSION DETECTION AND PREVENTION,CE,
BE,MAT010,BASIC MATHEMATICS SUPPORT,CE,
BE,MAT011,BASIC MATHEMATICS,CE,
BE,MAT012,ACCELERATED BASIC MATHEMATICS,CE,
BE,MAT030,ALGEBRA REVIEW,CE,
BE,MAT031,ALGEBRA A,CE,
BE,MAT032,ALGEBRA B,CE,
BE,MAT033,ALGEBRA A SUPPORT,CE,
BE,MAT034,ALGEBRA B SUPPORT,CE,
BE,MAT035,ALGEBRA,CE,
BE,MAT044,ALGEBRA TOPICS,CE,
BE,MAT045,INTERMEDIATE ALGEBRA,CE,
BE,MAT090,INTERMEDIATE ALGEBRA SUPPORT,CE,
BE,MAT091,PRE-CALCULUS SUPPORT,CE,
BE,MAT092,CALCULUS I SUPPORT,CE,
BE,MAT093,CALCULUS II SUPPORT,CE,
BE,CIS461,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),KE,
BE,CIS462,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),KE,
BE,CIS463,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),KE,
BE,INF100,KEYBOARDING I,KE,
BE,INF113,WORD FOR WINDOWS FUNDAMENTALS,KE,
BE,INF115,DESKTOP PUBLISHING,KE,
BE,INF119,DOCUMENT PROCESSING,KE,
BE,INF120,POWERPOINT,KE,
BE,INF200,KEYBOARDING II,KE,
BE,INF213,MICROSOFT WORD - COMPREHENSIVE,KE,
BE,INF214,ADMINISTRATAIVE SIMULATION,KE,
BE,MAT010,BASIC MATHEMATICS SUPPORT,KE,
BE,MAT011,BASIC MATHEMATICS,KE,
BE,MAT012,ACCELERATED BASIC MATHEMATICS,KE,
BE,MAT030,ALGEBRA REVIEW,KE,
BE,MAT031,ALGEBRA A,KE,
BE,MAT032,ALGEBRA B,KE,
BE,MAT033,ALGEBRA A SUPPORT,KE,
BE,MAT034,ALGEBRA B SUPPORT,KE,
BE,MAT035,ALGEBRA,KE,
BE,MAT040,ALGEBRA FOR LIBERAL ARTS,KE,
BE,MAT044,ALGEBRA TOPICS,KE,
BE,MAT045,INTERMEDIATE ALGEBRA,KE,
BE,MAT090,INTERMEDIATE ALGEBRA SUPPORT,KE,
BE,MAT091,PRE-CALCULUS SUPPORT,KE,
BE,MAT092,CALCULUS I SUPPORT,KE,
BE,MAT093,CALCULUS II SUPPORT,KE,
BE,MAT461,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),KE,
BE,MAT462,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),KE,
BE,MAT463,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),KE,
BE,INF100,KEYBOARDING I,FD,
BE,INF113,WORD FOR WINDOWS FUNDAMENTALS,FD,
BE,INF200,KEYBOARDING II,FD,
BE,INF213,MICROSOFT WORD - COMPREHENSIVE,FD,
BE,INF214,ADMINISTRATAIVE SIMULATION,FD,
BE,INF215,OFFICE SIMULATION,FD,
BE,INF216,DOCUMENT PROCESSING,FD,
BE,MAT010,BASIC MATHEMATICS SUPPORT,FD,
BE,MAT011,BASIC MATHEMATICS,FD,
BE,MAT012,ACCELERATED BASIC MATHEMATICS,FD,
BE,MAT030,ALGEBRA REVIEW,FD,
BE,MAT031,ALGEBRA A,FD,
BE,MAT032,ALGEBRA B,FD,
BE,MAT033,ALGEBRA A SUPPORT,FD,
BE,MAT034,ALGEBRA B SUPPORT,FD,
BE,MAT035,ALGEBRA,FD,
BE,MAT040,ALGEBRA FOR LIBERAL ARTS,FD,
BE,MAT044,ALGEBRA TOPICS,FD,
BE,MAT045,INTERMEDIATE ALGEBRA,FD,
BE,MAT090,INTERMEDIATE ALGEBRA SUPPORT,FD,
BE,MAT091,PRE-CALCULUS SUPPORT,FD,
BE,MAT092,CALCULUS I SUPPORT,FD,
BE,MAT093,CALCULUS II SUPPORT,FD,
BE,MAT010,BASIC MATHEMATICS SUPPORT,MO,
BE,MAT011,BASIC MATHEMATICS,MO,
BE,MAT012,ACCELERATED BASIC MATHEMATICS,MO,
BE,MAT030,ALGEBRA REVIEW,MO,
BE,MAT031,ALGEBRA A,MO,
BE,MAT032,ALGEBRA B,MO,
BE,MAT033,ALGEBRA A SUPPORT,MO,
BE,MAT034,ALGEBRA B SUPPORT,MO,
BE,MAT035,ALGEBRA,MO,
BE,MAT040,ALGEBRA FOR LIBERAL ARTS,MO,
BE,MAT044,ALGEBRA TOPICS,MO,
BE,MAT045,INTERMEDIATE ALGEBRA,MO,
BE,MAT090,INTERMEDIATE ALGEBRA SUPPORT,MO,
BE,MAT091,PRE-CALCULUS SUPPORT,MO,
BE,MAT092,CALCULUS I SUPPORT,MO,
BE,MAT093,CALCULUS II SUPPORT,MO,
BE,CIS461,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),NU,
BE,CIS462,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),NU,
BE,CIS463,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),NU,
BE,INF100,KEYBOARDING I,NU,
BE,INF112,MICROSOFT WINDOWS,NU,
BE,INF113,WORD FOR WINDOWS FUNDAMENTALS,NU,
BE,INF115,DESKTOP PUBLISHING,NU,
BE,INF119,DOCUMENT PROCESSING,NU,
BE,INF120,POWERPOINT,NU,
BE,INF124,SPREADSHEET: EXCEL,NU,
BE,INF135,MICROCOMPUTER SPREADSHEET: LOTUS,NU,
BE,INF141,WEB PUBLISHING WITH HTML,NU,
BE,INF142,WINDOWS NT,NU,
BE,INF143,WEB PUBLISHING,NU,
BE,INF144,WINDOWS DESKTOP OPERATIONS,NU,
BE,INF151,DATABASE: ACCESS,NU,
BE,INF155,UNIX OPERATING SYSTEM,NU,
BE,INF161,INTERNET RESEARCH AND DATA HANDLING,NU,
BE,INF162,INTRODUCTION TO THE INTERNET,NU,
BE,INF200,KEYBOARDING II,NU,
BE,INF213,MICROSOFT WORD - COMPREHENSIVE,NU,
BE,INF214,ADMINISTRATAIVE SIMULATION,NU,
BE,INF216,DOCUMENT PROCESSING,NU,
BE,INF225,UNIX OPERATING SYSTEM,NU,
BE,INF226,ADVANCED UNIX,NU,
BE,INF228,EXCEL FOR PROBLEM SOLVING,NU,
BE,INF238,ADVANCED LOTUS/WINDOWS,NU,
BE,INF245,"DATABASE:SQL, STRUCTURED QUERY LANGUAGE",NU,
BE,INF248,ACTIVEX CONTROL DEVELOPMENT USING VISUAL BASIC,NU,
BE,INF250,ADVANCED WEB PUBLISHING WITH HTML,NU,
BE,INF251,ADVANCED ACCESS,NU,
BE,INF262,ACCESSING THE INTERNET,NU,
BE,INF291,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NU,
BE,INF292,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NU,
BE,INF293,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NU,
BE,INF294,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NU,
BE,INF461,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NU,
BE,INF462,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NU,
BE,INF463,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NU,
BE,INF464,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NU,
BE,MAT010,BASIC MATHEMATICS SUPPORT,NU,
BE,MAT011,BASIC MATHEMATICS,NU,
BE,MAT012,ACCELERATED BASIC MATHEMATICS,NU,
BE,MAT030,ALGEBRA REVIEW,NU,
BE,MAT031,ALGEBRA A,NU,
BE,MAT032,ALGEBRA B,NU,
BE,MAT033,ALGEBRA A SUPPORT,NU,
BE,MAT034,ALGEBRA B SUPPORT,NU,
BE,MAT035,ALGEBRA,NU,
BE,MAT040,ALGEBRA FOR LIBERAL ARTS,NU,
BE,MAT044,ALGEBRA TOPICS,NU,
BE,MAT045,INTERMEDIATE ALGEBRA,NU,
BE,MAT090,INTERMEDIATE ALGEBRA SUPPORT,NU,
BE,MAT091,PRE-CALCULUS SUPPORT,NU,
BE,MAT092,CALCULUS I SUPPORT,NU,
BE,MAT093,CALCULUS II SUPPORT,NU,
BE,MAT461,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),NU,
BE,MAT462,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),NU,
BE,MAT463,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),NU,
BE,INF100,KEYBOARDING I,RO,
BE,INF101,INTRODUCTION TO INFORMATION TECHNOLOGY,RO,
BE,INF107,MINICOMPUTER OPERATIONS,RO,
BE,INF108,PC MAINTENANCE,RO,
BE,INF112,MICROSOFT WINDOWS,RO,
BE,INF113,WORD FOR WINDOWS FUNDAMENTALS,RO,
BE,INF114,MICROSOFT OFFICE,RO,
BE,INF115,DESKTOP PUBLISHING,RO,
BE,INF119,DOCUMENT PROCESSING,RO,
BE,INF120,POWERPOINT,RO,
BE,INF124,SPREADSHEET: EXCEL,RO,
BE,INF130,TESTING AND QUALITY ASSURANCE,RO,
BE,INF135,MICROCOMPUTER SPREADSHEET: LOTUS,RO,
BE,INF140,INTRODUCTION TO MULTIMEDIA,RO,
BE,INF141,WEB PUBLISHING WITH HTML,RO,
BE,INF142,WINDOWS NT,RO,
BE,INF143,WEB PUBLISHING,RO,
BE,INF144,WINDOWS DESKTOP OPERATIONS,RO,
BE,INF145,VISUAL BASIC PROGRAMMING,RO,
BE,INF146,WEB DEVELOPMENT,RO,
BE,INF147,WEB DEVELOPMENT USING DREAMWEAVER,RO,
BE,INF150,BUSINESS PROGRAMMING LOGIC,RO,
BE,INF151,DATABASE: ACCESS,RO,
BE,INF152,C/C++ PROGRAMMING,RO,
BE,INF153,JAVA PROGRAMMING,RO,
BE,INF155,UNIX OPERATING SYSTEM,RO,
BE,INF160,NETWORKING TECHNOLOGIES AND DATA COMMUNICATIONS,RO,
BE,INF161,INTERNET RESEARCH AND DATA HANDLING,RO,
BE,INF162,INTRODUCTION TO THE INTERNET,RO,
BE,INF163,INTERNET CONCEPTS AND APPLICATIONS,RO,
BE,INF164,NETWORKING FUNDAMENTALS I,RO,
BE,INF165,INTRODUCTION TO LINUX,RO,
BE,INF166,INTRODUCTION TO STAROFFICE,RO,
BE,INF170,NETWORK EXPERIENCE,RO,
BE,INF200,KEYBOARDING II,RO,
BE,INF202,COBOL PROGRAMMING,RO,
BE,INF208,SYSTEMS ANALYSIS AND DESIGN,RO,
BE,INF213,MICROSOFT WORD - COMPREHENSIVE,RO,
BE,INF214,ADMINISTRATAIVE SIMULATION,RO,
BE,INF215,OFFICE SIMULATION,RO,
BE,INF216,DOCUMENT PROCESSING,RO,
BE,INF217,DATABASE FOR APPLICATIONS (ORACLE),RO,
BE,INF218,DATABASE PROGRAMMING,RO,
BE,INF219,DATABASE ADMINISTRATION,RO,
BE,INF224,ADVANCED C++ PROGRAMMING,RO,
BE,INF225,UNIX OPERATING SYSTEM,RO,
BE,INF226,ADVANCED UNIX,RO,
BE,INF228,EXCEL FOR PROBLEM SOLVING,RO,
BE,INF230,ADVANCED MULTIMEDIA,RO,
BE,INF232,WINDOWS CLIENT,RO,
BE,INF235,"ADVANCED PC UPGRADE, MAINTENANCE AND DIAGNOSIS",RO,
BE,INF237,INTRODUCTION TO BUSINESS EXPERT SYSTEMS,RO,
BE,INF238,ADVANCED LOTUS/WINDOWS,RO,
BE,INF239,APPLICATIONS DEVELOPMENT,RO,
BE,INF240,CLIENT-SIDE SCRIPTING USING JAVASCRIPT,RO,
BE,INF241,JAVA FOR BUSINESS APPLICATIONS,RO,
BE,INF242,RPG/400 PROGRAMMING,RO,
BE,INF243,ADVANCED RPG/400 PROGRAMMING,RO,
BE,INF245,"DATABASE:SQL, STRUCTURED QUERY LANGUAGE",RO,
BE,INF246,ADVANCED VISUAL BASIC PROGRAMMING,RO,
BE,INF248,ACTIVEX CONTROL DEVELOPMENT USING VISUAL BASIC,RO,
BE,INF249,VISUAL C++ FOR WINDOWS WITH MFC,RO,
BE,INF250,ADVANCED WEB PUBLISHING WITH HTML,RO,
BE,INF251,ADVANCED ACCESS,RO,
BE,INF252,WINDOWS SERVER,RO,
BE,INF253,TECHNICAL COMMUNICATIONS,RO,
BE,INF254,UNIX/LINUX FOR NETWORK ADMINISTRATORS,RO,
BE,INF255,NETWORK PLANNING AND DESIGN,RO,
BE,INF256,TOPICS IN NETWORKING,RO,
BE,INF257,NETWORK TROUBLESHOOTING,RO,
BE,INF258,TCP/IP,RO,
BE,INF260,TECHNICAL SUPPORT OPERATIONS,RO,
BE,INF262,ACCESSING THE INTERNET,RO,
BE,INF263,ADVANCED WEB DEVELOPMENT,RO,
BE,INF264,NETWORKING FUNDAMENTALS II,RO,
BE,INF265,NETWORK CONFIGURATION I,RO,
BE,INF266,NETWORK CONFIGURATION II,RO,
BE,INF267,NETWORK SECURITY,RO,
BE,INF268,ADVANCED JAVA PROGRAMMING,RO,
BE,INF270,DIGITAL FORENSICS,RO,
BE,INF271,ETHICAL HACKING,RO,
BE,INF272,WINDOWS ACTIVE DIRECTORY,RO,
BE,INF273,INTRUSION DETECTION AND PREVENTION,RO,
BE,INF291,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),RO,
BE,INF292,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),RO,
BE,INF293,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),RO,
BE,INF294,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),RO,
BE,INF461,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),RO,
BE,INF462,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),RO,
BE,INF463,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),RO,
BE,INF464,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),RO,
BE,MAT010,BASIC MATHEMATICS SUPPORT,RO,
BE,MAT011,BASIC MATHEMATICS,RO,
BE,MAT012,ACCELERATED BASIC MATHEMATICS,RO,
BE,MAT030,ALGEBRA REVIEW,RO,
BE,MAT031,ALGEBRA A,RO,
BE,MAT032,ALGEBRA B,RO,
BE,MAT033,ALGEBRA A SUPPORT,RO,
BE,MAT034,ALGEBRA B SUPPORT,RO,
BE,MAT035,ALGEBRA,RO,
BE,MAT045,INTERMEDIATE ALGEBRA,RO,
BE,MAT090,INTERMEDIATE ALGEBRA SUPPORT,RO,
BE,MAT091,PRE-CALCULUS SUPPORT,RO,
BE,MAT093,CALCULUS II SUPPORT,RO,
BE,INF102,INTRODUCTION TO COMPUTING,RI,
BE,INF112,MICROSOFT WINDOWS,RI,
BE,INF130,TESTING AND QUALITY ASSURANCE,RI,
BE,INF135,MICROCOMPUTER SPREADSHEET: LOTUS,RI,
BE,INF142,WINDOWS NT,RI,
BE,INF170,NETWORK EXPERIENCE,RI,
BE,INF220,VISUAL BASIC PROGRAMMING,RI,
BE,INF238,ADVANCED LOTUS/WINDOWS,RI,
BE,INF250,ADVANCED WEB PUBLISHING WITH HTML,RI,
BE,INF262,ACCESSING THE INTERNET,RI,
BE,INF274,WIRELESS NETWORKING,RI,
BE,MAT010,BASIC MATHEMATICS SUPPORT,RI,
BE,MAT011,BASIC MATHEMATICS,RI,
BE,MAT012,ACCELERATED BASIC MATHEMATICS,RI,
BE,MAT030,ALGEBRA REVIEW,RI,
BE,MAT031,ALGEBRA A,RI,
BE,MAT032,ALGEBRA B,RI,
BE,MAT033,ALGEBRA A SUPPORT,RI,
BE,MAT034,ALGEBRA B SUPPORT,RI,
BE,MAT035,ALGEBRA,RI,
BE,MAT040,ALGEBRA FOR LIBERAL ARTS,RI,
BE,MAT044,ALGEBRA TOPICS,RI,
BE,MAT045,INTERMEDIATE ALGEBRA,RI,
BE,MAT090,INTERMEDIATE ALGEBRA SUPPORT,RI,
BE,MAT091,PRE-CALCULUS SUPPORT,RI,
BE,MAT092,CALCULUS I SUPPORT,RI,
BE,MAT093,CALCULUS II SUPPORT,RI,
BE,MAT160,INTERMEDIATE ALGEBRA,RI,
BE,INF100,KEYBOARDING I,FM,
BE,INF113,WORD FOR WINDOWS FUNDAMENTALS,FM,
BE,INF200,KEYBOARDING II,FM,
BE,INF213,MICROSOFT WORD - COMPREHENSIVE,FM,
BE,INF214,ADMINISTRATAIVE SIMULATION,FM,
BE,MAT010,BASIC MATHEMATICS SUPPORT,FM,
BE,MAT011,BASIC MATHEMATICS,FM,
BE,MAT012,ACCELERATED BASIC MATHEMATICS,FM,
BE,MAT030,ALGEBRA REVIEW,FM,
BE,MAT031,ALGEBRA A,FM,
BE,MAT032,ALGEBRA B,FM,
BE,MAT033,ALGEBRA A SUPPORT,FM,
BE,MAT034,ALGEBRA B SUPPORT,FM,
BE,MAT035,ALGEBRA,FM,
BE,MAT040,ALGEBRA FOR LIBERAL ARTS,FM,
BE,MAT044,ALGEBRA TOPICS,FM,
BE,MAT045,INTERMEDIATE ALGEBRA,FM,
BE,MAT090,INTERMEDIATE ALGEBRA SUPPORT,FM,
BE,MAT091,PRE-CALCULUS SUPPORT,FM,
BE,MAT092,CALCULUS I SUPPORT,FM,
BE,MAT093,CALCULUS II SUPPORT,FM,
BE,INF100,KEYBOARDING I,RM,
BE,INF107,MINICOMPUTER OPERATIONS,RM,
BE,INF108,PC MAINTENANCE,RM,
BE,INF113,WORD FOR WINDOWS FUNDAMENTALS,RM,
BE,INF141,WEB PUBLISHING WITH HTML,RM,
BE,INF142,WINDOWS NT,RM,
BE,INF143,WEB PUBLISHING,RM,
BE,INF161,INTERNET RESEARCH AND DATA HANDLING,RM,
BE,INF162,INTRODUCTION TO THE INTERNET,RM,
BE,INF163,INTERNET CONCEPTS AND APPLICATIONS,RM,
BE,INF164,NETWORKING FUNDAMENTALS I,RM,
BE,INF166,INTRODUCTION TO STAROFFICE,RM,
BE,INF170,NETWORK EXPERIENCE,RM,
BE,INF200,KEYBOARDING II,RM,
BE,INF213,MICROSOFT WORD - COMPREHENSIVE,RM,
BE,INF214,ADMINISTRATAIVE SIMULATION,RM,
BE,INF216,DOCUMENT PROCESSING,RM,
BE,INF225,UNIX OPERATING SYSTEM,RM,
BE,INF232,WINDOWS CLIENT,RM,
BE,INF235,"ADVANCED PC UPGRADE, MAINTENANCE AND DIAGNOSIS",RM,
BE,INF238,ADVANCED LOTUS/WINDOWS,RM,
BE,INF250,ADVANCED WEB PUBLISHING WITH HTML,RM,
BE,INF252,WINDOWS SERVER,RM,
BE,INF253,TECHNICAL COMMUNICATIONS,RM,
BE,INF255,NETWORK PLANNING AND DESIGN,RM,
BE,INF257,NETWORK TROUBLESHOOTING,RM,
BE,INF258,TCP/IP,RM,
BE,INF260,TECHNICAL SUPPORT OPERATIONS,RM,
BE,INF262,ACCESSING THE INTERNET,RM,
BE,INF263,ADVANCED WEB DEVELOPMENT,RM,
BE,INF264,NETWORKING FUNDAMENTALS II,RM,
BE,INF265,NETWORK CONFIGURATION I,RM,
BE,INF266,NETWORK CONFIGURATION II,RM,
BE,INF267,NETWORK SECURITY,RM,
BE,INF270,DIGITAL FORENSICS,RM,
BE,INF271,ETHICAL HACKING,RM,
BE,INF272,WINDOWS ACTIVE DIRECTORY,RM,
BE,INF273,INTRUSION DETECTION AND PREVENTION,RM,
BE,MAT010,BASIC MATHEMATICS SUPPORT,RM,
BE,MAT012,ACCELERATED BASIC MATHEMATICS,RM,
BE,MAT090,INTERMEDIATE ALGEBRA SUPPORT,RM,
BE,MAT091,PRE-CALCULUS SUPPORT,RM,
BE,MAT092,CALCULUS I SUPPORT,RM,
BE,MAT093,CALCULUS II SUPPORT,RM,
BE,CIS158,INTRODUCTION TO COMPUTER SCIENCE,NI,
BE,CIS163,COMPUTER PROGRAMMING: Q BASIC,NI,
BE,CIS271,COMPUTER ORGANIZATION AND ASSEMBLY LANGUAGE,NI,
BE,CIS278,DATABASE SYSTEMS,NI,
BE,CIS461,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),NI,
BE,CIS462,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),NI,
BE,CIS463,CO-OP WORK EXPERIENCE (COMPUTER SCIENCE),NI,
BE,INF100,KEYBOARDING I,NI,
BE,INF102,INTRODUCTION TO COMPUTING,NI,
BE,INF107,MINICOMPUTER OPERATIONS,NI,
BE,INF112,MICROSOFT WINDOWS,NI,
BE,INF113,WORD FOR WINDOWS FUNDAMENTALS,NI,
BE,INF114,MICROSOFT OFFICE,NI,
BE,INF115,DESKTOP PUBLISHING,NI,
BE,INF119,DOCUMENT PROCESSING,NI,
BE,INF120,POWERPOINT,NI,
BE,INF124,SPREADSHEET: EXCEL,NI,
BE,INF135,MICROCOMPUTER SPREADSHEET: LOTUS,NI,
BE,INF140,INTRODUCTION TO MULTIMEDIA,NI,
BE,INF144,WINDOWS DESKTOP OPERATIONS,NI,
BE,INF146,WEB DEVELOPMENT,NI,
BE,INF147,WEB DEVELOPMENT USING DREAMWEAVER,NI,
BE,INF151,DATABASE: ACCESS,NI,
BE,INF152,C/C++ PROGRAMMING,NI,
BE,INF153,JAVA PROGRAMMING,NI,
BE,INF155,UNIX OPERATING SYSTEM,NI,
BE,INF160,NETWORKING TECHNOLOGIES AND DATA COMMUNICATIONS,NI,
BE,INF161,INTERNET RESEARCH AND DATA HANDLING,NI,
BE,INF163,INTERNET CONCEPTS AND APPLICATIONS,NI,
BE,INF200,KEYBOARDING II,NI,
BE,INF202,COBOL PROGRAMMING,NI,
BE,INF213,MICROSOFT WORD - COMPREHENSIVE,NI,
BE,INF214,ADMINISTRATAIVE SIMULATION,NI,
BE,INF215,OFFICE SIMULATION,NI,
BE,INF216,DOCUMENT PROCESSING,NI,
BE,INF217,DATABASE FOR APPLICATIONS (ORACLE),NI,
BE,INF224,ADVANCED C++ PROGRAMMING,NI,
BE,INF225,UNIX OPERATING SYSTEM,NI,
BE,INF226,ADVANCED UNIX,NI,
BE,INF228,EXCEL FOR PROBLEM SOLVING,NI,
BE,INF232,WINDOWS CLIENT,NI,
BE,INF235,"ADVANCED PC UPGRADE, MAINTENANCE AND DIAGNOSIS",NI,
BE,INF237,INTRODUCTION TO BUSINESS EXPERT SYSTEMS,NI,
BE,INF238,ADVANCED LOTUS/WINDOWS,NI,
BE,INF239,APPLICATIONS DEVELOPMENT,NI,
BE,INF241,JAVA FOR BUSINESS APPLICATIONS,NI,
BE,INF242,RPG/400 PROGRAMMING,NI,
BE,INF243,ADVANCED RPG/400 PROGRAMMING,NI,
BE,INF245,"DATABASE:SQL, STRUCTURED QUERY LANGUAGE",NI,
BE,INF246,ADVANCED VISUAL BASIC PROGRAMMING,NI,
BE,INF248,ACTIVEX CONTROL DEVELOPMENT USING VISUAL BASIC,NI,
BE,INF249,VISUAL C++ FOR WINDOWS WITH MFC,NI,
BE,INF250,ADVANCED WEB PUBLISHING WITH HTML,NI,
BE,INF251,ADVANCED ACCESS,NI,
BE,INF252,WINDOWS SERVER,NI,
BE,INF253,TECHNICAL COMMUNICATIONS,NI,
BE,INF254,UNIX/LINUX FOR NETWORK ADMINISTRATORS,NI,
BE,INF255,NETWORK PLANNING AND DESIGN,NI,
BE,INF256,TOPICS IN NETWORKING,NI,
BE,INF257,NETWORK TROUBLESHOOTING,NI,
BE,INF258,TCP/IP,NI,
BE,INF260,TECHNICAL SUPPORT OPERATIONS,NI,
BE,INF262,ACCESSING THE INTERNET,NI,
BE,INF263,ADVANCED WEB DEVELOPMENT,NI,
BE,INF291,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NI,
BE,INF292,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NI,
BE,INF293,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NI,
BE,INF294,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NI,
BE,INF461,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NI,
BE,INF462,CO-OP WORK EXPERIENCE (INFORMATION TECHNOLOGY),NI,
