SI,Course_ID,Course_Title,01_960_463_01,01_960_486_01,CALCULUS_1,CALCULUS_1_152,CS461_SPRING2023,CS462__INTRODUCTION_TO_DEEP_LEARNING,DATA_STRUCTURES,DMDS_DESCRIPTION,INTERMEDIATE_STAT_ANALYSIS_384:484,INTRODUCTION_TO_COMPUTER_SCIENCE,LINEAR_ALGEBRA,RUTGERS_NB_DATA_101_COURSE_DETAILS_AUG_16_2022,STATISTICS_II,STATISTICS_REPORT_01,STAT_METHODS_IN_BUS,SYLLABUS_-_DATA_IN_CONTEXT_-_FALL_2024_-_10516,SYLLABUS_FOR_2021SP_-_DISCRT_II_01_198_206
GL,MAT152,APPLIED CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GL,MAT161,STATISTICS: BUSINESS AND ECONOMICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GL,MAT170,TOPICS IN MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL,MAT171,TOPICS IN MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL,MAT200,FOUNDATIONS OF MATHEMATICS II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL,MAT201,DISCRETE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GL,MAT202,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GL,MAT203,STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GL,MAT205,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GL,MAT221,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GL,MAT229,REASONING AND PROOF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GL,MAT702,INTRODUCTION TO STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,DSC216,PYTHON PROGRAMMING II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,DSC217,FUNDAMENTALS OF DATA SCIENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,DSC218,DATA VISUALIZATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT071,BASIC MATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT072,BASIC MATH II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT073,BASIC ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT074,BASIC MATH III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT076,BASIC ALGEBRA II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT080,COLLEGE ALGEBRA WORKSHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT082,BASIC MATH EXPRESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT083,BASIC ALGEBRA EXPRESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT100,COLLEGE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT101,COMPUTER MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT102,MATHEMATICS FOR THE HEALTH SCIENCES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT103,BUSINESS MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT104,CONTEMPORARY MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT105,TRIGONOMETRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT106,MATHEMATICAL ANALYSIS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT107,MATHEMATICAL ANALYSIS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT109,HEALTH CARE STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT110,PRECALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT111,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT112,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT114,INTRODUCTION TO STATISTICS AND PROBABILITY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT116,PRECALCULUS FOR BUSINESS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT121,MATH ANALYSIS I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HD,MAT123,MATHEMATICS FOR THE LIBERAL ARTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT211,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT212,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT215,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT221,MATH ANALYSIS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT221DA,MATH ANALYSIS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT250,HEALTH CARE STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT299,MATH FOR THE HEALTH SCIENCES INDEPENDENT STUDY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HD,MAT312,MATH FOR HEALTH SCIENCES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,CIS173,PC APPLICATIONS: DATABASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,CIS174,INTER PC DATABASE AP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,CIS239,DATA COMMUNICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,CIS241,DATA BASE CONCEPTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,CIS242,DATA BASE CONCEPTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,CIS250,DATA BASE CONCEPTS AND TOOLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT001,PREPARATORY MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT003,DEVELOPMENTAL MATHEMATICS I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT004,PREPARATORY MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT020,BASIC MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT030,BASIC ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT031,BASIC ALGEBRA BRUSH-UP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT032,BEGINNING ALGEBRA - ACCELERATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT033,PRE-ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT034,BASIC ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT037,BEGINNING ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT037A,BEGINNING ALGEBRA PART A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT037B,BEGINNING ALGEBRA PART B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT038,INTERMEDIATE ALGEBRA FOR STEM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT040,BASIC MATHEMATICS AND ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT041,FOUNDATION MATH I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT042,FOUNDATION MATH FOR NON-STEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT043,FOUNDATION MATH III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT044,FOUNDATION MATH FOR STEM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT100,APPLIED BASIC MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT101,INTERMEDIATE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT102,COLLEGE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT103,PRE-CALCULUS MATHEMATICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT104,PRE-CALCULUS MATHEMATICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT105,ALGEBRA AND TRIGONOMETRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT106,CALCULUS AND ANALYTIC GEOMETRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT107,CONCEPTS OF MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT108,TOPICS IN MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT109,ELEMENTARY ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT110,ELEMENTARY TECHNICAL MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT111,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT112,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT113,COMPUTER PROGRAMMING I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT114,COLLEGE MATHEMATICS II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT115,ALGEBRA AND TRIGONOMETRY I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT116,ALGEBRA AND TRIGONOMETRY II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT120,MATHEMATICS FOR LIBERAL ARTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT121,INTERMEDIATE ALGEBRA I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT122,INTERMEDIATE ALGEBRA II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT125,Elementary Statistics I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT126,ELEMENTARY STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT131,GENERAL MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT135,INTERMEDIATE ALGEBRA WITH APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT138,FINITE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT140,APPLIED COLLEGE ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT141,COLLEGE ALGEBRA AND APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT145,PRE-CALCULUS FOR SOCIAL SCIENCES OR BUSINESS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT146,PRE-CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT149,CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT150,FOUNDATIONS OF MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT151,Calculus I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT152,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT191,PROBLEM SOLVING USING GRAPHING CALCULATORS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT200,STATISTICS FOR SOCIAL AND HEALTH SCIENCES I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT201,PROBABILITY AND STATS FOR SCIENCE AND ENGINEERING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT202,PROBABILITY AND STATISTICS FOR SCIENCE/ENGINEER II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT203,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT204,DISCRETE MATHEMATICAL STRUCTURES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT205,STATISTICS FOR SOCIAL AND HEALTH SCIENCES II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT206,MODERN CALCULUS FOR BUSINESS AND SOCIAL SCINECES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT208,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT211,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT212,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT217,TECHNICAL CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT251,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT252,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ME,MAT310,ELEMENTARY TRIGONOMETRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,MAT311,ADVANCED TRIGONOMETRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,STA101,STUDY ABROAD SEMINAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT008,INTENSIVE MATH COMPUTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT009,BASIC MATHEMATICS ALTERNATIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT010,BASIC MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT010A,BASIC MATHEMATICS PART A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT010B,BASIC MATHEMATICS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT011,MATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT012,BASIC MATHEMATICS/ALGEBRA I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT013,ALGEBRA I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT013A,ALGEBRA I PART A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT013B,ALGEBRA I PART B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT014,ALGEBRA II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT014A,ALGEBRA II PART A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT014B,ALGEBRA II PART B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT082,ALGEBRA WORKSHOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT101,THE MATHEMATICS OF MONEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT102,A SURVEY OF MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT104,MATHEMATICS IN THE ELEMENTARY SCHOOL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT107,MATHEMATICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT108,MATHEMATICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT109,COLLEGE ALGEBRA AND TRIGONOMETRY I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT110,COLLEGE ALGEBRA AND TRIGONOMETRY II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT112,UNIFIED CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT113,MATHEMATICAL STRUCTURES I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT114,MATHEMATICAL STRUCTURES II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT115,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT116,COLLEGE ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT117,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT118,CRITICAL ISSUES IN SCIENCE AND TECHNOLOGY II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT119,MATHEMATICAL PRINCIPLES OF ENGINEERING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT123,STATISTICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT124,STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT125,MATHEMATICS FOR DECISION SCIENCES I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT126,MATHEMATICS FOR DECISION SCIENCES II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT127,PRECALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT128,PRECALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT129,PRECALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT129A,PRECALCULUS (PART A),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT129B,PRECALCULUS (PART B),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT131,ANALYTIC GEOMETRY AND CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT131A,ANALYTIC GEOMETRY AND CALCULUS I PART A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT131B,ANALYTICAL GEOMETRY AND CALCULUS I PART B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT131H,ANALYTIC GEOMETRY AND CALCULUS I (HONORS),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT132,ANALYTIC GEOMETRY AND CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT139,PRECALCULUS FOR BUSINESS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT141,CALCULUS FOR BUSINESS AND ECONOMICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT142,MATHEMATICS FOR TELECOMMUNICATIONS II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT145,INTEGRATED MATHEMATICS I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT146,INTEGRATED MATHEMATICS II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT206,INTRODUCTION TO DISCRETE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT210,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT233,ANALYTIC GEOMETRY AND CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT234,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MI,MAT241,MATHEMATICS FOR TELECOMMUNICATIONS III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT242,MATHEMATICS FOR TELECOMMUNICATIONS IV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT245,INTEGRATED MATHEMATICS III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT246,INTEGRATED MATHEMATICS IV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT257,SELECTED TOPICS IN MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,MAT285,BASIC STATISTICS FOR BUSINESS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT006,ELEMENTS OF ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT007,FOUNDATIONS OF ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT009,BASIC MATHEMATICS IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT010,BASIC ALGEBRA 1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT011,BASIC MATHEMATICS I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT014,BASIC ALGEBRA I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT016,INTERMEDIATE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT017,BASIC ALGEBRA IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT021,BASIC ALGEBRA IC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT022,BASIC ALGEBRA ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT050,FUNDAMENTALS OF MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT060,FUNDAMENTALS OF ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT100,MATHEMATICS OF MEASURMENT AND DESIGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT101,MATHEMATICS FOR LABORATORY TECHNICIAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT108,BASIC STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT110,COLLEGE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT111,APPLIED COLLEGE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT113,APPLIED CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT114,INTRODUCTION TO DATA SCIENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT115,MODERN MATHEMATICS I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT116,MODERN MATHEMATICS II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT117,MATHEMATICAL ANALYSIS FOR BUSINESS AND ECONOMICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT118,CALCULUS WITH APPLICATION TO BUSINESS AND ECONOMIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT120,MATHEMATICS FOR LIBERAL ARTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT123,PRECALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT124,STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT126,ADVANCED STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT128,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT130,PROBABILITY AND STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT131,ANALYTIC GEOMETRY AND CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT132,ANALYTIC GEOMETRY AND CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT140,MATH FOR RADIOGRAPHERS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT180,STATISTICS - HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT182,MATH FOR LIBERAL ARTS - HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT183,PROBABILITY AND STATISTICS HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT210,PROBABILITY AND STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT214,OPERATIONAL CALCULUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT221,INTERSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (45-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT222,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (90-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT223,INTERNSHIP EXPERIENCE - QUANTITATIVE ANALYSIS (135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT225,DISCRETE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT228,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT230,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT232,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT244,ORDINARY DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MR,MAT270,NUMBERS AND OPERATIONS FOR MIDDLE GRADES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT271,ALGEBRA FOR MIDDLE GRADES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT272,MATHEMATICS FOR MIDDLE GRADES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MR,MAT273,STATISTICS FOR MIDDLE GRADES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
