SI,Course_ID,Course_Title,01_960_463_01,01_960_486_01,CALCULUS_1,CALCULUS_1_152,CS461_SPRING2023,CS462__INTRODUCTION_TO_DEEP_LEARNING,DATA_STRUCTURES,DMDS_DESCRIPTION,INTERMEDIATE_STAT_ANALYSIS_384:484,INTRODUCTION_TO_COMPUTER_SCIENCE,LINEAR_ALGEBRA,RUTGERS_NB_DATA_101_COURSE_DETAILS_AUG_16_2022,STATISTICS_II,STATISTICS_REPORT_01,STAT_METHODS_IN_BUS,SYLLABUS_-_DATA_IN_CONTEXT_-_FALL_2024_-_10516,SYLLABUS_FOR_2021SP_-_DISCRT_II_01_198_206
UI,MAT100,MATH FOR PHARMACOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT101,FINITE MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT105,SURVEY OF SPECIAL TOPICS IN MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT106,MATHEMATICS FOR MANAGEMENT AND SOCIAL SCIENCES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT107,ELEMENTARY STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT108,BASIC PROGRAMMING AND APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT111,ELEMENTARY FUNCTIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT112,ELEMENTARY APPLIED ANALYSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT113,MATH APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT115,COLLEGE ALGEBRA AND TRIGONOMETRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT117,AN INTRODUCTION TO MATHEMATICAL IDEAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT119,ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT121,CALCULUS AND ANALYTIC GEOMETRY I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT122,CALCULUS AND ANALYTIC GEOMETRY II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT125,SURVEY OF SPECIAL TOPICS IN MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT126,MATHEMATICS FOR MANAGEMENT AND SOCIAL SCIENCES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT127,ELEMENTARY STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT128,BASIC PROGRAMMING AND APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT129,ELEMENTS OF STATISTICAL INFERENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT130,WOMEN IN MATHEMATICS AND SCIENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT131,UNIFIED CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT132,UNIFIED CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT133,TRIGONOMETRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT141,TECHNICAL MATHEMATICS I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT142,TECHNICAL MATHEMATICS II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT143,ELEMENTARY MATHEMATICAL ANALYSIS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT144,ELEMENTARY MATHEMATICAL ANALYSIS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT145,ELEMENTARY FUNCTIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT146,BRIEF CALCULUS WITH APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT148,INTRODUCTION TO GRAPHICS CALCULATORS/DERIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT152,ELEMENTS OF STATISTICAL INFERENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT155,ELEMENTARY MATHEMATICAL ANALYSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT156,BUSINESS MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT161,CALCULUS AND ANALYTIC GEOMETRY I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT162,CALCULUS AND ANALYTIC GEOMETRY II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT165,ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT171,UNIFIED CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT172,UNIFIED CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT185,INTRODUCTION TO TI-85 GRAPHICS CALCULATOR/DERIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT201,CALCULUS AND ANALYTIC GEOMETRY III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT204,BUSINESS STATISTICAL ANALYSIS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT205,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT211,UNIFIED CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT212,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT215,TECHNICAL MATHEMATICS III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT228,ADVANCED TOPICS IN COMPUTER SCIENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT230,WOMEN IN MATHEMATICS AND SCIENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT231,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT240,TECHNICAL MATHEMATICS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT241,TECHNICAL MATHEMATICS III,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT246,BUSINESS STATISTICAL ANALYSIS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT248,PROBABILITY AND STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT261,CALCULUS AND ANALYTIC GEOMETRY III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT265,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT266,SURVEY OF MODERN MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT267,DISCRETE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT271,UNIFIED CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT272,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT280,PROJECTS IN MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT025,MATH REVIEW (HRD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT032,MATHEMATICS/INDUSTRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT050,BASIC MATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT051,INTRODUCTORY ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT052,INTERMEDIATE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT053,INTRODUCTORY AND INTERMEDIATE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT054,BASIC ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT061,HIGH SCHOOL TRIGONOMETRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT101,ELEMENTARY ALGEBRA I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT102,ELEMENTARY ALGEBRA II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT104,TECHNICAL MATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT110,TOPICS OF MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT111,MATH ANALYSIS FOR BUSINESS AND ECONOMICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT129,MATH ANALYSIS FOR BUSINESS AND ECONOMICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT131,COLLEGE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT141,PRE-CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT150,ELEMENTS OF STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT151,STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT156,COLLEGE ALGEBRA I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT157,COLLEGE ALGEBRA II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT158,ALGEBRA AND TRIGONOMETRY I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT159,ALGEBRA AND TRIGONOMETRY II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT160,PRE-CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT201,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT202,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT204,DIFFERENTIAL EQUATIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,MAT219,STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT261,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
WA,MAT262,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
