"INST.ID","COURSE ID","COURSE TITLE","EFFECTIVE SINCE","FILE TYPE","LINK TO SYLLABUS"
"BR","BUSI246","INTRODUCTION TO SUPPLY CHAIN MANAGEMENT","2018/09","PDF","https://njtransfer.org/artweb/artup/BR.BUSI246.201809.syl.pdf"
"BR","BUSI251","GLOBAL BUSINESS","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.BUSI251.200109.syl.pdf"
"BR","BUSI298","MANAGEMENT ANALYSIS - CAPSTONE COURSE","2009/06","MS Word","https://njtransfer.org/artweb/artup/BR.BUSI298.200906.syl.doc"
"BR","CADD121","ENGINEERING GRAPHICS WITH CAD","2011/06","MS Word","https://njtransfer.org/artweb/artup/BR.CADD121.201106.syl.doc"
"BR","CADD212","COMPUTER AIDED ARCHITECTURAL DRAFTING/DESIGN","2011/06","MS Word","https://njtransfer.org/artweb/artup/BR.CADD212.201106.syl.doc"
"BR","CADD214","3-D MODELING WITH CAD","2011/06","MS Word","https://njtransfer.org/artweb/artup/BR.CADD214.201106.syl.doc"
"BR","CADD220","COMPUTER AIDED RENDERING AND ANIMATION","2011/06","MS Word","https://njtransfer.org/artweb/artup/BR.CADD220.201106.syl.doc"
"BR","CADD225","3D ARCHITECTURAL CAD","2011/06","MS Word","https://njtransfer.org/artweb/artup/BR.CADD225.201106.syl.doc"
"BR","CHEM100","PRINCIPLES OF CHEMISTRY","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.CHEM100.200109.syl.pdf"
"BR","CHEM101","GENERAL CHEMISTRY I","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.CHEM101.200109.syl.pdf"
"BR","CHEM102","GENERAL CHEMISTRY II","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.CHEM102.200109.syl.pdf"
"BR","CHEM116","CHEMISTRY IN LIFE","2001/09","PDF","https://njtransfer.org/artweb/artup/BR.CHEM116.200109.syl.pdf"
